Année;Polluant;Fuel;Emissions;Type de véhicule
2004;Zn;Electriques;0.002;Voitures particulières
2005;Zn;Electriques;0.003;Voitures particulières
2006;Zn;Electriques;0.003;Voitures particulières
2007;Zn;Electriques;0.003;Voitures particulières
2008;Zn;Electriques;0.003;Voitures particulières
2009;Zn;Electriques;0.003;Voitures particulières
1990;HAP;Electriques;0.0;Voitures particulières
1991;HAP;Electriques;0.0;Voitures particulières
1992;HAP;Electriques;0.0;Voitures particulières
1993;HAP;Electriques;0.0;Voitures particulières
1994;HAP;Electriques;0.0;Voitures particulières
1995;HAP;Electriques;0.0;Voitures particulières
1996;HAP;Electriques;0.0;Voitures particulières
1997;HAP;Electriques;0.0;Voitures particulières
1998;HAP;Electriques;0.0;Voitures particulières
1999;HAP;Electriques;0.0;Voitures particulières
2000;HAP;Electriques;0.0;Voitures particulières
2001;HAP;Electriques;0.0;Voitures particulières
2002;HAP;Electriques;0.0;Voitures particulières
2003;HAP;Electriques;0.0;Voitures particulières
2004;HAP;Electriques;0.0;Voitures particulières
2005;HAP;Electriques;0.0;Voitures particulières
2006;HAP;Electriques;0.0;Voitures particulières
2007;HAP;Electriques;0.0;Voitures particulières
2008;HAP;Electriques;0.0;Voitures particulières
2009;HAP;Electriques;0.0;Voitures particulières
1990;PCDD-F;Electriques;0.0;Voitures particulières
1991;PCDD-F;Electriques;0.0;Voitures particulières
1992;PCDD-F;Electriques;0.0;Voitures particulières
1993;PCDD-F;Electriques;0.0;Voitures particulières
1994;PCDD-F;Electriques;0.0;Voitures particulières
1995;PCDD-F;Electriques;0.0;Voitures particulières
1996;PCDD-F;Electriques;0.0;Voitures particulières
1997;PCDD-F;Electriques;0.0;Voitures particulières
1998;PCDD-F;Electriques;0.0;Voitures particulières
1999;PCDD-F;Electriques;0.0;Voitures particulières
2000;PCDD-F;Electriques;0.0;Voitures particulières
2001;PCDD-F;Electriques;0.0;Voitures particulières
2002;PCDD-F;Electriques;0.0;Voitures particulières
2003;PCDD-F;Electriques;0.0;Voitures particulières
2004;PCDD-F;Electriques;0.0;Voitures particulières
2005;PCDD-F;Electriques;0.0;Voitures particulières
2006;PCDD-F;Electriques;0.0;Voitures particulières
2007;PCDD-F;Electriques;0.0;Voitures particulières
2008;PCDD-F;Electriques;0.0;Voitures particulières
2009;PCDD-F;Electriques;0.0;Voitures particulières
1990;SO2;Electriques;0.0;Voitures particulières
1991;SO2;Electriques;0.0;Voitures particulières
1992;SO2;Electriques;0.0;Voitures particulières
1993;SO2;Electriques;0.0;Voitures particulières
1994;SO2;Electriques;0.0;Voitures particulières
1995;SO2;Electriques;0.0;Voitures particulières
1996;SO2;Electriques;0.0;Voitures particulières
1997;SO2;Electriques;0.0;Voitures particulières
1998;SO2;Electriques;0.0;Voitures particulières
1999;SO2;Electriques;0.0;Voitures particulières
2000;SO2;Electriques;0.0;Voitures particulières
2001;SO2;Electriques;0.0;Voitures particulières
2002;SO2;Electriques;0.0;Voitures particulières
2003;SO2;Electriques;0.0;Voitures particulières
2004;SO2;Electriques;0.0;Voitures particulières
2005;SO2;Electriques;0.0;Voitures particulières
2006;SO2;Electriques;0.0;Voitures particulières
2007;SO2;Electriques;0.0;Voitures particulières
2008;SO2;Electriques;0.0;Voitures particulières
2009;SO2;Electriques;0.0;Voitures particulières
1990;Ni;Electriques;0.0;Voitures particulières
1991;Ni;Electriques;0.0;Voitures particulières
1992;Ni;Electriques;0.0;Voitures particulières
1993;Ni;Electriques;0.0;Voitures particulières
1994;Ni;Electriques;0.0;Voitures particulières
1995;Ni;Electriques;0.0;Voitures particulières
1996;Ni;Electriques;0.0;Voitures particulières
1997;Ni;Electriques;0.0;Voitures particulières
1998;Ni;Electriques;0.0;Voitures particulières
1999;Ni;Electriques;0.0;Voitures particulières
2000;Ni;Electriques;0.0;Voitures particulières
2001;Ni;Electriques;0.0;Voitures particulières
2002;Ni;Electriques;0.0;Voitures particulières
2003;Ni;Electriques;0.0;Voitures particulières
2004;Ni;Electriques;0.0;Voitures particulières
2005;Ni;Electriques;0.0;Voitures particulières
2006;Ni;Electriques;0.0;Voitures particulières
2007;Ni;Electriques;0.0;Voitures particulières
2008;Ni;Electriques;0.0;Voitures particulières
2009;Ni;Electriques;0.0;Voitures particulières
1990;benzène;Electriques;0.0;Voitures particulières
1991;benzène;Electriques;0.0;Voitures particulières
1992;benzène;Electriques;0.0;Voitures particulières
1993;benzène;Electriques;0.0;Voitures particulières
1994;benzène;Electriques;0.0;Voitures particulières
1995;benzène;Electriques;0.0;Voitures particulières
1996;benzène;Electriques;0.0;Voitures particulières
1997;benzène;Electriques;0.0;Voitures particulières
1998;benzène;Electriques;0.0;Voitures particulières
1999;benzène;Electriques;0.0;Voitures particulières
2000;benzène;Electriques;0.0;Voitures particulières
2001;benzène;Electriques;0.0;Voitures particulières
2002;benzène;Electriques;0.0;Voitures particulières
2003;benzène;Electriques;0.0;Voitures particulières
2004;benzène;Electriques;0.0;Voitures particulières
2005;benzène;Electriques;0.0;Voitures particulières
2006;benzène;Electriques;0.0;Voitures particulières
2007;benzène;Electriques;0.0;Voitures particulières
2008;benzène;Electriques;0.0;Voitures particulières
2009;benzène;Electriques;0.0;Voitures particulières
2010;NOx;Diesel;204.0;Voitures particulières
2011;NOx;Diesel;202.0;Voitures particulières
2012;NOx;Diesel;207.0;Voitures particulières
2013;NOx;Diesel;207.0;Voitures particulières
2014;NOx;Diesel;210.0;Voitures particulières
2015;NOx;Diesel;215.0;Voitures particulières
2016;NOx;Diesel;214.0;Voitures particulières
2017;NOx;Diesel;207.0;Voitures particulières
2018;NOx;Diesel;197.0;Voitures particulières
2010;COVNM;Diesel;9.0;Voitures particulières
2011;COVNM;Diesel;7.0;Voitures particulières
2012;COVNM;Diesel;7.0;Voitures particulières
2013;COVNM;Diesel;6.0;Voitures particulières
2014;COVNM;Diesel;5.0;Voitures particulières
2015;COVNM;Diesel;5.0;Voitures particulières
2016;COVNM;Diesel;4.0;Voitures particulières
2017;COVNM;Diesel;4.0;Voitures particulières
2018;COVNM;Diesel;3.0;Voitures particulières
2010;CO;Diesel;40.0;Voitures particulières
2011;CO;Diesel;36.0;Voitures particulières
2012;CO;Diesel;33.0;Voitures particulières
2013;CO;Diesel;28.0;Voitures particulières
2014;CO;Diesel;26.0;Voitures particulières
2015;CO;Diesel;25.0;Voitures particulières
2016;CO;Diesel;23.0;Voitures particulières
2017;CO;Diesel;23.0;Voitures particulières
2018;CO;Diesel;21.0;Voitures particulières
2010;PM10;Diesel;21.0;Voitures particulières
2011;PM10;Diesel;19.0;Voitures particulières
2012;PM10;Diesel;19.0;Voitures particulières
2013;PM10;Diesel;18.0;Voitures particulières
2014;PM10;Diesel;17.0;Voitures particulières
2015;PM10;Diesel;17.0;Voitures particulières
2016;PM10;Diesel;16.0;Voitures particulières
2017;PM10;Diesel;15.0;Voitures particulières
2018;PM10;Diesel;14.0;Voitures particulières
2010;PM2,5;Diesel;19.0;Voitures particulières
2011;PM2,5;Diesel;17.0;Voitures particulières
2012;PM2,5;Diesel;16.0;Voitures particulières
2013;PM2,5;Diesel;15.0;Voitures particulières
2014;PM2,5;Diesel;14.0;Voitures particulières
2015;PM2,5;Diesel;14.0;Voitures particulières
2016;PM2,5;Diesel;13.0;Voitures particulières
2017;PM2,5;Diesel;12.0;Voitures particulières
2018;PM2,5;Diesel;11.0;Voitures particulières
2010;PM1;Diesel;14.0;Voitures particulières
2011;PM1;Diesel;13.0;Voitures particulières
2012;PM1;Diesel;12.0;Voitures particulières
2013;PM1;Diesel;11.0;Voitures particulières
2014;PM1;Diesel;10.0;Voitures particulières
2015;PM1;Diesel;10.0;Voitures particulières
2016;PM1;Diesel;9.0;Voitures particulières
2017;PM1;Diesel;8.0;Voitures particulières
2018;PM1;Diesel;7.0;Voitures particulières
2010;BC;Diesel;13.0;Voitures particulières
2011;BC;Diesel;11.0;Voitures particulières
2012;BC;Diesel;11.0;Voitures particulières
2013;BC;Diesel;9.8;Voitures particulières
2014;BC;Diesel;8.8;Voitures particulières
2015;BC;Diesel;8.4;Voitures particulières
2016;BC;Diesel;7.8;Voitures particulières
2017;BC;Diesel;7.0;Voitures particulières
2018;BC;Diesel;6.2;Voitures particulières
2010;du;Diesel;0.6;Voitures particulières
2011;du;Diesel;0.6;Voitures particulières
2012;du;Diesel;0.6;Voitures particulières
2013;du;Diesel;0.6;Voitures particulières
2014;du;Diesel;0.6;Voitures particulières
2015;du;Diesel;0.6;Voitures particulières
2016;du;Diesel;0.7;Voitures particulières
2017;du;Diesel;0.6;Voitures particulières
2018;du;Diesel;0.6;Voitures particulières
2010;Cd;Diesel;0.21;Voitures particulières
2011;Cd;Diesel;0.21;Voitures particulières
2012;Cd;Diesel;0.22;Voitures particulières
2013;Cd;Diesel;0.23;Voitures particulières
2014;Cd;Diesel;0.23;Voitures particulières
2015;Cd;Diesel;0.25;Voitures particulières
2016;Cd;Diesel;0.25;Voitures particulières
2017;Cd;Diesel;0.25;Voitures particulières
2018;Cd;Diesel;0.24;Voitures particulières
2010;Cr;Diesel;0.84;Voitures particulières
2011;Cr;Diesel;0.86;Voitures particulières
2012;Cr;Diesel;0.89;Voitures particulières
2013;Cr;Diesel;0.91;Voitures particulières
2014;Cr;Diesel;0.93;Voitures particulières
2015;Cr;Diesel;0.96;Voitures particulières
2016;Cr;Diesel;0.98;Voitures particulières
2017;Cr;Diesel;0.96;Voitures particulières
2018;Cr;Diesel;0.93;Voitures particulières
2010;Cu;Diesel;52.0;Voitures particulières
2011;Cu;Diesel;55.0;Voitures particulières
2012;Cu;Diesel;56.0;Voitures particulières
2013;Cu;Diesel;56.0;Voitures particulières
2014;Cu;Diesel;56.0;Voitures particulières
2015;Cu;Diesel;57.0;Voitures particulières
2016;Cu;Diesel;58.0;Voitures particulières
2017;Cu;Diesel;56.0;Voitures particulières
2018;Cu;Diesel;54.0;Voitures particulières
2010;Pb;Diesel;24.6;Voitures particulières
2011;Pb;Diesel;26.1;Voitures particulières
2012;Pb;Diesel;26.2;Voitures particulières
2013;Pb;Diesel;26.6;Voitures particulières
2014;Pb;Diesel;26.6;Voitures particulières
2015;Pb;Diesel;26.9;Voitures particulières
2016;Pb;Diesel;27.3;Voitures particulières
2017;Pb;Diesel;26.4;Voitures particulières
2018;Pb;Diesel;25.5;Voitures particulières
2010;Zn;Diesel;119.14;Voitures particulières
2011;Zn;Diesel;123.4;Voitures particulières
2012;Zn;Diesel;127.01;Voitures particulières
2013;Zn;Diesel;129.63;Voitures particulières
2014;Zn;Diesel;131.77;Voitures particulières
2015;Zn;Diesel;135.14;Voitures particulières
2016;Zn;Diesel;138.1;Voitures particulières
2017;Zn;Diesel;134.43;Voitures particulières
2018;Zn;Diesel;130.58;Voitures particulières
2010;HAP;Diesel;1.94;Voitures particulières
2011;HAP;Diesel;1.83;Voitures particulières
2012;HAP;Diesel;1.76;Voitures particulières
2013;HAP;Diesel;1.68;Voitures particulières
2014;HAP;Diesel;1.6;Voitures particulières
2015;HAP;Diesel;1.54;Voitures particulières
2016;HAP;Diesel;1.49;Voitures particulières
2017;HAP;Diesel;1.38;Voitures particulières
2018;HAP;Diesel;1.27;Voitures particulières
2010;PCDD-F;Diesel;18.08;Voitures particulières
2011;PCDD-F;Diesel;17.41;Voitures particulières
2012;PCDD-F;Diesel;16.52;Voitures particulières
2013;PCDD-F;Diesel;15.48;Voitures particulières
2014;PCDD-F;Diesel;14.53;Voitures particulières
2015;PCDD-F;Diesel;13.69;Voitures particulières
2016;PCDD-F;Diesel;12.86;Voitures particulières
2017;PCDD-F;Diesel;11.5;Voitures particulières
2018;PCDD-F;Diesel;10.23;Voitures particulières
2010;SO2;Diesel;0.33;Voitures particulières
2011;SO2;Diesel;0.34;Voitures particulières
2012;SO2;Diesel;0.35;Voitures particulières
2013;SO2;Diesel;0.34;Voitures particulières
2014;SO2;Diesel;0.35;Voitures particulières
2015;SO2;Diesel;0.36;Voitures particulières
2016;SO2;Diesel;0.36;Voitures particulières
2017;SO2;Diesel;0.35;Voitures particulières
2018;SO2;Diesel;0.33;Voitures particulières
2010;Ni;Diesel;0.54;Voitures particulières
2011;Ni;Diesel;0.56;Voitures particulières
2012;Ni;Diesel;0.58;Voitures particulières
2013;Ni;Diesel;0.59;Voitures particulières
2014;Ni;Diesel;0.6;Voitures particulières
2015;Ni;Diesel;0.62;Voitures particulières
2016;Ni;Diesel;0.63;Voitures particulières
2017;Ni;Diesel;0.61;Voitures particulières
2018;Ni;Diesel;0.6;Voitures particulières
2010;benzène;Diesel;436.0;Voitures particulières
2011;benzène;Diesel;366.0;Voitures particulières
2012;benzène;Diesel;338.0;Voitures particulières
2013;benzène;Diesel;280.0;Voitures particulières
2014;benzène;Diesel;247.0;Voitures particulières
2015;benzène;Diesel;232.0;Voitures particulières
2016;benzène;Diesel;200.0;Voitures particulières
2017;benzène;Diesel;184.0;Voitures particulières
2018;benzène;Diesel;157.0;Voitures particulières
2010;NOx;Essence;33.0;Voitures particulières
2011;NOx;Essence;27.0;Voitures particulières
2012;NOx;Essence;21.0;Voitures particulières
2013;NOx;Essence;18.0;Voitures particulières
2014;NOx;Essence;16.0;Voitures particulières
2015;NOx;Essence;13.0;Voitures particulières
2016;NOx;Essence;12.0;Voitures particulières
2017;NOx;Essence;10.0;Voitures particulières
2018;NOx;Essence;9.0;Voitures particulières
2010;COVNM;Essence;48.0;Voitures particulières
2011;COVNM;Essence;39.0;Voitures particulières
2012;COVNM;Essence;33.0;Voitures particulières
2013;COVNM;Essence;29.0;Voitures particulières
2014;COVNM;Essence;26.0;Voitures particulières
2015;COVNM;Essence;26.0;Voitures particulières
2016;COVNM;Essence;24.0;Voitures particulières
2017;COVNM;Essence;23.0;Voitures particulières
2018;COVNM;Essence;22.0;Voitures particulières
2010;CO;Essence;335.0;Voitures particulières
2011;CO;Essence;258.0;Voitures particulières
2012;CO;Essence;221.0;Voitures particulières
2013;CO;Essence;196.0;Voitures particulières
2014;CO;Essence;160.0;Voitures particulières
2015;CO;Essence;177.0;Voitures particulières
2016;CO;Essence;167.0;Voitures particulières
2017;CO;Essence;159.0;Voitures particulières
2018;CO;Essence;148.0;Voitures particulières
2010;PM10;Essence;2.6;Voitures particulières
2011;PM10;Essence;2.4;Voitures particulières
2012;PM10;Essence;2.2;Voitures particulières
2013;PM10;Essence;2.2;Voitures particulières
2014;PM10;Essence;2.2;Voitures particulières
2015;PM10;Essence;2.2;Voitures particulières
2016;PM10;Essence;2.3;Voitures particulières
2017;PM10;Essence;2.5;Voitures particulières
2018;PM10;Essence;2.6;Voitures particulières
2010;PM2,5;Essence;1.6;Voitures particulières
2011;PM2,5;Essence;1.5;Voitures particulières
2012;PM2,5;Essence;1.3;Voitures particulières
2013;PM2,5;Essence;1.3;Voitures particulières
2014;PM2,5;Essence;1.3;Voitures particulières
2015;PM2,5;Essence;1.3;Voitures particulières
2016;PM2,5;Essence;1.4;Voitures particulières
2017;PM2,5;Essence;1.5;Voitures particulières
2018;PM2,5;Essence;1.6;Voitures particulières
2010;PM1;Essence;0.4;Voitures particulières
2011;PM1;Essence;0.3;Voitures particulières
2012;PM1;Essence;0.3;Voitures particulières
2013;PM1;Essence;0.3;Voitures particulières
2014;PM1;Essence;0.3;Voitures particulières
2015;PM1;Essence;0.3;Voitures particulières
2016;PM1;Essence;0.3;Voitures particulières
2017;PM1;Essence;0.3;Voitures particulières
2018;PM1;Essence;0.4;Voitures particulières
2010;BC;Essence;0.17;Voitures particulières
2011;BC;Essence;0.15;Voitures particulières
2012;BC;Essence;0.14;Voitures particulières
2013;BC;Essence;0.14;Voitures particulières
2014;BC;Essence;0.13;Voitures particulières
2015;BC;Essence;0.13;Voitures particulières
2016;BC;Essence;0.14;Voitures particulières
2017;BC;Essence;0.15;Voitures particulières
2018;BC;Essence;0.16;Voitures particulières
2010;du;Essence;0.2;Voitures particulières
2011;du;Essence;0.2;Voitures particulières
2012;du;Essence;0.2;Voitures particulières
2013;du;Essence;0.2;Voitures particulières
2014;du;Essence;0.2;Voitures particulières
2015;du;Essence;0.2;Voitures particulières
2016;du;Essence;0.2;Voitures particulières
2017;du;Essence;0.2;Voitures particulières
2018;du;Essence;0.2;Voitures particulières
2010;Cd;Essence;0.09;Voitures particulières
2011;Cd;Essence;0.08;Voitures particulières
2012;Cd;Essence;0.08;Voitures particulières
2013;Cd;Essence;0.07;Voitures particulières
2014;Cd;Essence;0.07;Voitures particulières
2015;Cd;Essence;0.08;Voitures particulières
2016;Cd;Essence;0.08;Voitures particulières
2017;Cd;Essence;0.08;Voitures particulières
2018;Cd;Essence;0.09;Voitures particulières
2010;Cr;Essence;0.18;Voitures particulières
2011;Cr;Essence;0.18;Voitures particulières
2012;Cr;Essence;0.16;Voitures particulières
2013;Cr;Essence;0.16;Voitures particulières
2014;Cr;Essence;0.16;Voitures particulières
2015;Cr;Essence;0.16;Voitures particulières
2016;Cr;Essence;0.17;Voitures particulières
2017;Cr;Essence;0.17;Voitures particulières
2018;Cr;Essence;0.18;Voitures particulières
2010;Cu;Essence;21.0;Voitures particulières
2011;Cu;Essence;20.0;Voitures particulières
2012;Cu;Essence;18.0;Voitures particulières
2013;Cu;Essence;18.0;Voitures particulières
2014;Cu;Essence;18.0;Voitures particulières
2015;Cu;Essence;18.0;Voitures particulières
2016;Cu;Essence;19.0;Voitures particulières
2017;Cu;Essence;20.0;Voitures particulières
2018;Cu;Essence;21.0;Voitures particulières
2010;Pb;Essence;10.0;Voitures particulières
2011;Pb;Essence;9.0;Voitures particulières
2012;Pb;Essence;8.0;Voitures particulières
2013;Pb;Essence;8.0;Voitures particulières
2014;Pb;Essence;8.0;Voitures particulières
2015;Pb;Essence;8.0;Voitures particulières
2016;Pb;Essence;9.0;Voitures particulières
2017;Pb;Essence;9.0;Voitures particulières
2018;Pb;Essence;10.0;Voitures particulières
2010;Zn;Essence;46.94;Voitures particulières
2011;Zn;Essence;45.04;Voitures particulières
2012;Zn;Essence;41.0;Voitures particulières
2013;Zn;Essence;40.21;Voitures particulières
2014;Zn;Essence;40.82;Voitures particulières
2015;Zn;Essence;41.66;Voitures particulières
2016;Zn;Essence;43.37;Voitures particulières
2017;Zn;Essence;45.3;Voitures particulières
2018;Zn;Essence;48.18;Voitures particulières
2010;HAP;Essence;0.21;Voitures particulières
2011;HAP;Essence;0.2;Voitures particulières
2012;HAP;Essence;0.18;Voitures particulières
2013;HAP;Essence;0.18;Voitures particulières
2014;HAP;Essence;0.18;Voitures particulières
2015;HAP;Essence;0.18;Voitures particulières
2016;HAP;Essence;0.19;Voitures particulières
2017;HAP;Essence;0.2;Voitures particulières
2018;HAP;Essence;0.22;Voitures particulières
2010;PCDD-F;Essence;1.81;Voitures particulières
2011;PCDD-F;Essence;1.56;Voitures particulières
